2019-09-28_18-45-22-014, -0.9484003, 4.6583977,8.473759
2019-09-28_18-45-22-030, -0.99154276, 4.5251093,8.729936
2019-09-28_18-45-22-051, -0.83346397, 4.544163,8.967136
2019-09-28_18-45-22-072, -0.8718155, 4.5870194,8.601848
2019-09-28_18-45-22-093, -0.86225706, 4.691765,8.170141
2019-09-28_18-45-22-111, -0.93893623, 4.6156044,8.231814
2019-09-28_18-45-22-134, -1.0060337, 4.4251876,8.530686
2019-09-28_18-45-22-152, -0.8862827, 4.515651,8.563893
2019-09-28_18-45-22-172, -0.7042491, 4.6632433,8.345669
2019-09-28_18-45-22-190, -0.6371988, 4.6965785,8.340925
2019-09-28_18-45-22-212, -0.6515954, 4.6918283,8.350413
2019-09-28_18-45-22-231, -0.7474386, 4.572822,8.298229
2019-09-28_18-45-22-252, -0.7282983, 4.4919014,8.464269
2019-09-28_18-45-22-272, -0.5941744, 4.5633216,8.74891
2019-09-28_18-45-22-292, -0.54628813, 4.6157002,8.644542
2019-09-28_18-45-22-313, -0.5127748, 4.7347274,8.212835
2019-09-28_18-45-22-332, -0.41218787, 4.882319,8.28874
2019-09-28_18-45-22-353, -0.45533022, 4.7252274,8.540174
2019-09-28_18-45-22-373, -0.5368005, 4.6062207,8.582869
2019-09-28_18-45-22-393, -0.58473396, 4.5967107,8.54966
2019-09-28_18-45-22-413, -0.63745826, 4.563396,8.450036
2019-09-28_18-45-22-433, -0.599154, 4.649099,8.416827
2019-09-28_18-45-22-454, -0.48419404, 4.8681006,8.340923
2019-09-28_18-45-22-474, -0.49379957, 4.7776585,8.293484
2019-09-28_18-45-22-494, -0.59922475, 4.6205664,8.369386
2019-09-28_18-45-22-515, -0.6663221, 4.5682096,8.5733795
2019-09-28_18-45-22-534, -0.594481, 4.539656,8.56389
2019-09-28_18-45-22-555, -0.5609677, 4.6205983,8.369386
2019-09-28_18-45-22-575, -0.64722896, 4.5730023,8.402595
2019-09-28_18-45-22-596, -0.70474434, 4.496842,8.6587715
2019-09-28_18-45-22-615, -0.44126394, 4.701562,8.616075
2019-09-28_18-45-22-636, -0.41254163, 4.7158546,8.369385
2019-09-28_18-45-22-657, -0.30716366, 4.7063437,8.46901
2019-09-28_18-45-22-676, -0.5611092, 4.5444913,8.782115
